
ASH2YVELINES
;0780317W;E.E.PU;;3PLACEDEL'EGLISE;;78660;STMARTINDEBRETHENCOURT;0130594129
;0780683U;E.E.PU;JEANMOULIN;27RUELAMARTINE;;78470;STREMYLESCHEVREUSE;0130523446
;0780694F;E.E.PU;JEANJAURES;01RUEDESECOLES;;78470;STREMYLESCHEVREUSE;0130527135
;0781891G;E.M.PU;JACQUESLIAUZIN;13RUEDESBOSQUETS;;78470;STREMYLESCHEVREUSE;0130520981
;0781894K;E.E.PU;JACQUESLIAUZUN;15RUEDESBOSQUETS;;78470;STREMYLESCHEVREUSE;0130529595
;0783207M;E.M.PU;STEXUPERY;ALLÉEDU8MAI1945;;78470;STREMYLESCHEVREUSE;0130521063

CONFLANSSTEHONORINE
;0780175S;E.M.PU;PAULINEKERGOMARD;26RUEHELENE;;78260;ACHERES;0139220154
;0780274Z;E.M.PU;CELESTINFREINET;05ALLÉEDESVANNEAUX;;78260;ACHERES;0139110024
;0780556F;E.E.PU;CELESTINFREINET;05ALLÉEDESVANNEAUX;;78260;ACHERES;0139220385
;0780770N;E.E.PU;LOUISJOUVET;06RUEDESCHAMPS;;78260;ACHERES;0139110169
;0780785E;E.M.PU;LOUISJOUVET;06RUEDESCHAMPS;;78260;ACHERES;0139110236
;0780873A;E.M.PU;ROBERTDESNOS;AVENUEVOLTAIRE;;78260;ACHERES;0139114961
;0781495B;E.E.PU;IRENEJOLIOTCURIE;09BISAVENUEDEPOISSY;;78260;ACHERES;0139114342
;0781496C;E.E.PU;FREDERICJOLIOTCURIE;09AVENUEDEPOISSY;;78260;ACHERES;0139114273
;0781990P;E.M.PU;JULIENNEETRENEVOLAT;55RUEGEORGESBOURGOIN;;78260;ACHERES;0139114322
;0781991R;E.M.PU;JOLIOTCURIE;09AVENUEDEPOISSY;;78260;ACHERES;0139221214
;0782930L;E.M.PU;SAINTEXUPERY;6RUELEFEBVRE;;78260;ACHERES;0139114049
;0783237V;E.M.PU;HENRIWALLON;08AVENUELENINE;;78260;ACHERES;0139114484
;0783261W;E.E.PU;HENRIWALLON;08AVENUELENINE;;78260;ACHERES;0139114511
;0783262X;E.E.PU;PAULLANGEVIN;08AVENUELENINE;;78260;ACHERES;0139114495
;0780476U;E.E.PU;PAULBERT;27RUEPAULBERT;;78700;CONFLANSSTEHONORINE;0134908350
;0780477V;E.E.PU;GASTONROUSSET;27RUEPAULBERT;;78700;CONFLANSSTEHONORINE;0134908351
;0780479X;E.E.PU;COTESREVERSES;39RUEDUPLATEAUDUMOULIN;;78700;CONFLANSSTEHONORINE;0134908410
;0780666A;E.E.PU;GRANDESTERRES;1PLACEJEANMONNET;;78700;CONFLANSSTEHONORINE;0134908450
;0780667B;E.M.PU;GRANDESTERRES;PLACEJEANMONNET;;78700;CONFLANSSTEHONORINE;0134908440
;0781250K;E.M.PU;LESTROISSAPINS;170AVENUEDUMARECHALFOCH;;78700;CONFLANSSTEHONORINE;0134908425
;0781295J;E.M.PU;QUATREVENTS;36AVENUEPAULBRARD;;78700;CONFLANSSTEHONORINE;0134908405
;0782508C;E.M.A.;LELONGCHEMIN;27RUEDESECOUVILLIERS;;78700;CONFLANSSTEHONORINE;0139196714
;0782509D;E.M.PU;CHENNEVIERES;170AVENUEDUMARECHALFOCH;;78700;CONFLANSSTEHONORINE;0134908420
;0782512G;E.M.PU;PLATEAUDUMOULIN;39RUEDUPLATEAUDUMOULIN;;78700;CONFLANSSTEHONORINE;0134908400
;0782513H;E.M.PU;CROIXBLANCHE;5RUEHENRIDUNANT;;78700;CONFLANSSTEHONORINE;0134908380
;0782514J;E.M.PU;LESBASSESROCHES;RUEJEANBROUTIN;;78700;CONFLANSSTEHONORINE;0134908360
;0783461N;E.M.PU;DUCONFLUENT;27RUEPAULBERT;;78700;CONFLANSSTEHONORINE;0134908340
;0783468W;E.E.PU;HENRIDUNANT;5RUEHENRIDUNANT;;78700;CONFLANSSTEHONORINE;0134908399
;0783535U;E.E.PU;CLOSDENHAUT;8RUEDESBASSESROCHES;;78700;CONFLANSSTEHONORINE;0134908370
;0783543C;E.E.PU;CHENNEVIERES;170AVENUEDUMARECHALFOCH;;78700;CONFLANSSTEHONORINE;0134908430

ELANCOURT
;0780306J;E.E.PU;LACOMMANDERIEDESTEMPLIERS;AVENUEDELAVILLEDIEU;;78990;ELANCOURT;0130501458
;0780430U;E.E.PU;ALAINCAVALLIER;RUEDESNOUVEAUXHORIZONS;;78990;ELANCOURT;0130665001
;0780431V;E.M.PU;COMMANDERIEDESTEMPLIERS;AVENUEDELAVILLEDIEU;;78990;ELANCOURT;0130504357
;0780494N;E.M.PU;ALAINCAVALLIER;RUEDESNOUVEAUXHORIZONS;;78990;ELANCOURT;0130665002
;0780654M;E.M.PU;BOUTONSDOR;ALLEEDESPAQUERETTES;;78990;ELANCOURT;0130502129
;0780733Y;E.E.PU;NOUVELLEAMSTERDAM;SQUAREDESRHODODENDRONS;;78990;ELANCOURT;0130504727
;0780742H;E.M.PU;NOUVELLEAMSTERDAM;SQUAREDESRHODODENDRONS;;78990;ELANCOURT;0130504654
;0780767K;E.E.PU;BERCEAU;1SENTEDESNOYERS;;78990;ELANCOURT;0130628285
;0780791L;E.M.PU;LEBERCEAU;SENTEDESNOYERS;;78990;ELANCOURT;0130627203
;0780792M;E.M.PU;LESLUTINS;BOULEVARDDESTEMPLIERS;;78990;ELANCOURT;0130504640
;0780824X;E.E.PU;LEGANDOUGET;RUEDESJONQUILLES;;78990;ELANCOURT;0130627923
;0780876D;E.E.PU;VILLEDIEU;AVENUEPAULCEZANNE;;78990;ELANCOURT;0130512491
;0781183M;E.M.PU;LEGANDOUGET;03RUEDESJONQUILLES;;78990;ELANCOURT;0130627471
;0781196B;E.M.PU;LESPETITSPRES;13RUEHECTORBERLIOZ;;78990;ELANCOURT;0130626746
;0781206M;E.M.PU;VILLEDIEU;AVENUEPAULCEZANNE;;78990;ELANCOURT;0130627348
;0781238X;E.M.PU;LAPETITEENFANCE;26RUEDUCHEMINAUXBOEUFS;;78990;ELANCOURT;0130513772
;0781289C;E.E.PU;LESPETITSPRES;13RUEHECTORBERLIOZ;;78990;ELANCOURT;0130626773
;0781963K;E.M.PU;JEANMONNET;RUEDEMADRID;;78990;ELANCOURT;0130664536
;0781968R;E.E.PU;JEANMONNET;19RUEDEBRUXELLES;;78990;ELANCOURT;0130664460
;0782122H;E.M.PU;WILLYBRANDT;9RUEDEDUBLIN;;78990;ELANCOURT;0130665032
;0782124K;E.E.PU;WILLYBRANDT;9RUEDEDUBLIN;;78990;ELANCOURT;0130665031
;0783509R;E.M.PU;JEANDELAFONTAINE;13RUEDEBASSIGNY;;78990;ELANCOURT;0130514091
;0783514W;E.E.PU;JEANDELAFONTAINE;13RUEDEBASSIGNY;;78990;ELANCOURT;0130510491
;0780545U;E.M.PU;PARCDUCHATEAU;02AVENUEDELAGARE;;78320;LAVERRIERE;0130057015
;0780585M;E.E.PU;PARCDUCHATEAU;02AVENUEDELAGARE;;78320;LAVERRIERE;0130057020
;0780690B;E.M.PU;BOISDELETANG;6RUEEMILEDUREUIL;;78320;LAVERRIERE;0130628925
;0780737C;E.E.PU;BOISDELETANG;4RUEEMILEDUREUIL;;78320;LAVERRIERE;0130165190
;0780806C;E.M.PU;ETANGDESNOES;04ALLÉEDESCHENES;;78320;LAVERRIERE;0130627727
;0783259U;E.R.P.D.PU;ERPD;2RUEGEORGESLAPIERRE;;78320;LAVERRIERE;0130138270
;0780190H;E.M.PU;LESBESSIERES;RUEDENOIRMOUTIER;;78310;MAUREPAS;0130503676
;0780305H;E.E.PU;LESBESSIERES;RUEDENOIRMOUTIER;;78310;MAUREPAS;0130503102
;0780407U;E.M.PU;LAGIOT;02SENTEDUCHABLAIS;;78310;MAUREPAS;0130505916
;0780436A;E.E.PU;LAGIOT;13SQUAREDELATARENTAISE;;78310;MAUREPAS;0130502820
;0780496R;E.M.PU;LAHAUTEFUTAIE;AVENUEDETOURAINE;;78310;MAUREPAS;0130502702
;0780497S;E.M.PU;LESCOUDRAYS;AVENUEDEPICARDIE;;78310;MAUREPAS;0130503679
;0780551A;E.M.PU;LAMARNIERE;29AVENUEDUTREGOR;;78310;MAUREPAS;0130504567
;0780586N;E.E.PU;LESCOUDRAYS;AVENUEDEPICARDIE;;78310;MAUREPAS;0130504820
;0780588R;E.E.PU;LAMARNIERE;24CHEMINDEPARIS;;78310;MAUREPAS;0130503467
;0780655N;E.M.PU;CENTRE;RUEDUCHATILLONNAIS;;78310;MAUREPAS;0130502635
;0780797T;E.M.PU;VILLEPARC;ALLEEDELAMEUSE;;78310;MAUREPAS;0130505844
;0781237W;E.M.PU;LECHAPITEAU;RUEDESTILLEULS;;78310;MAUREPAS;0130627468
;0781268E;E.E.PU;LESFRICHES;BOULEVARDDURHIN;;78310;MAUREPAS;0130513421
;0781743W;E.E.PU;LATOUR;CHEMINDELAMAREAUBOIS;;78310;MAUREPAS;0130515969
;0782103M;E.E.PU;MALMEDONNE;AVENUEDUROUERGUE;;78310;MAUREPAS;0130503541
;0783269E;E.M.PU;LAMALMEDONNE;01AVENUEDUFOREZ;;78310;MAUREPAS;0130629408

GUYANCOURT
;0780670E;E.M.PU;FRANCINEFROMONT;01RUEYOURIGAGARINE;;78280;GUYANCOURT;0130437635
;0780671F;E.E.PU;GEORGESPOLITZER;03RUEYOURIGAGARINE;;78280;GUYANCOURT;0130437644
;0780911S;E.E.PU;PAULLANGEVIN;20ROUTEDETROUX;;78280;GUYANCOURT;0130437147
;0781184N;E.M.PU;ELSATRIOLET;BOULEVARDJEANJAURES;;78280;GUYANCOURT;0130441301
;0781190V;E.E.PU;JEANLURCAT;BOULEVARDJEANJAURES;;78280;GUYANCOURT;0130442901
;0781290D;E.E.PU;ROBESPIERRE;RUEJACQUESDUCLOS;;78280;GUYANCOURT;0130435015
;0781545F;E.M.PU;CLARAZETKIN;03RUEDESDROITSDELHOMME;;78280;GUYANCOURT;0130430829
;0781557U;E.E.PU;FRANCISPOULENC;IMPASSEJACQUESBREL;;78280;GUYANCOURT;0130644485
;0781568F;E.M.PU;GEORGESBRASSENS;7PLACEJACQUESBREL;;78280;GUYANCOURT;0130644486
;0781655A;E.M.PU;JEANCOCTEAU;ALLÉEJACQUESBREL;;78280;GUYANCOURT;0130640956
;0781670S;E.E.PU;ROBERTDESNOS;3ALLÉEJACQUESBREL;;78280;GUYANCOURT;0130644130
;0781702B;E.E.PU;SONIADELAUNAY;BOULEVARDPAULCEZANNE;;78280;GUYANCOURT;0130579569
;0781821F;E.M.PU;BERTHEMORISOT;AVENUEPAULCEZANNE;;78280;GUYANCOURT;0130579628
;0781890F;E.M.PU;DAGOBERT;01RUEJEANMONNET;;78280;GUYANCOURT;0130431171
;0781892H;E.E.PU;CHARLEMAGNE;02RUEJEANMONNET;;78280;GUYANCOURT;0130436600
;0781920N;E.M.PU;FERNANDBRAUDEL;8RUEVIOLLETLEDUC;;78280;GUYANCOURT;0130609285
;0781928X;E.E.PU;MALETISAAC;RUEVIOLLETLEDUC;;78280;GUYANCOURT;0130609284
;0782095D;E.M.PU;SAINTEXUPERY;01RUEJMICHELET;;78280;GUYANCOURT;0130960153
;0782099H;E.E.PU;MERMOZ;05RUEJMICHELET;;78280;GUYANCOURT;0130960289
;0782336R;E.M.PU;PAULLANGEVIN;20BISROUTEDETROUX;;78280;GUYANCOURT;0161370711
;0783450B;E.M.PU;JEANNEMOREAU;6RUELECORBUSIER;;78280;GUYANCOURT;0130572256
;0783451C;E.E.PU;ARTURETLISELONDON;2RUELECORBUSIER;;78280;GUYANCOURT;0130573823
;0783510S;E.M.PU;MARIEPAPECARPANTIER;1RUEGUYBARILLIO;;78280;GUYANCOURT;0161380206
;0783511T;E.M.PU;PETITGIBUS;6RUEJEANVALJEAN;;78280;GUYANCOURT;0161373100
;0783515X;E.E.PU;JEANCHRISTOPHE;10RUEJEANVALJEAN;;78280;GUYANCOURT;0161373102
;0780587P;E.M.PU;JEANBAPTISTECOROT;24RUEDESECOLESJBAUDIN;;78114;MAGNYLESHAMEAUX;0130526220
;0780740F;E.E.PU;ANDREGIDE;AVENUED'AIGREFOIN;;78114;MAGNYLESHAMEAUX;0130527460
;0780753V;E.M.PU;ANDREGIDE;AVENUEAIGREFOINZACBUISSON;;78114;MAGNYLESHAMEAUX;0130529588
;0780815M;E.M.PU;FRANCISJAMMES;34RUEDELAGERBED'OR;;78114;MAGNYLESHAMEAUX;0130522075
;0780825Y;E.E.PU;LOUISEWEISS;20RUEANDREHODEBOURG;;78114;MAGNYLESHAMEAUX;0130524435
;0781739S;E.E.PU;ROSABONHEUR;04RUEERNESTCHAUSSON;;78114;MAGNYLESHAMEAUX;0130437125
;0781740T;E.E.PU;ALBERTSAMAIN;24RUEDESECOLESJEANBAUDIN;;78114;MAGNYLESHAMEAUX;0130526215
;0781922R;E.M.PU;PETITPRINCE;01RUEDELEGALITE;;78114;MAGNYLESHAMEAUX;0130471509
;0781926V;E.E.PU;STEXUPERY;1RUEDEL'EGALITE;;78114;MAGNYLESHAMEAUX;0130524323
;0780304G;E.E.PU;SENTEDESCARRIERES;RUEDELAMERANTAISE;;78960;VOISINSLEBRETONNEUX;0130437814
;0780446L;E.M.PU;SENTEDESCARRIERES;01RUEALFREDDEVIGNY;;78960;VOISINSLEBRETONNEUX;0130437943
;0781226J;E.P.PU;LEBOISDELAGARENNE;AVENUEDUPLANDEL'EGLISE;;78960;VOISINSLEBRETONNEUX;0130442114
;0781543D;E.E.PU;LESPEPINIERES;RUEDUGRANDPRE;;78960;VOISINSLEBRETONNEUX;0130644506
;0781548J;E.M.PU;LESPEPINIERES;AVENUEDUGRANDPRE;;78960;VOISINSLEBRETONNEUX;0130644505
;0781674W;E.E.PU;DESQUARANTEARPENTS;RUEAUGUSTERENOIR;;78960;VOISINSLEBRETONNEUX;0130644792
;0781701A;E.E.PU;DULAC;RUEDESQUATREVENTS;;78960;VOISINSLEBRETONNEUX;0130442466
;0781710K;E.M.PU;DULAC;01RUEDESQUATREVENTS;;78960;VOISINSLEBRETONNEUX;0130442378
;0781790X;E.E.PU;GRANDEILE;96AVENUEDELAGRANDEILE;;78960;VOISINSLEBRETONNEUX;0130579436
;0781796D;E.M.PU;GRANDEILE;100AVENUEDELAGRANDEILE;;78960;VOISINSLEBRETONNEUX;0130579492

LACELLESTCLOUDT.I.C.E
;0780869W;E.E.PU;AUGUSTERENOIR;26ROUTEDELOUVECIENNES;;78380;BOUGIVAL;0139690172
;0780871Y;E.P.PU;CLAUDEMONET;CHEMINDUBASDESGRANDSPRES;;78380;BOUGIVAL;0139692848
;0781960G;E.M.PU;PEINTREGEROME;16RUEPEINTREGEROME;;78380;BOUGIVAL;0139182850
;0780425N;E.E.PU;JULESFERRY;02ALLÉEDESBOISBLANCS;;78170;LACELLESTCLOUD;0130821791
;0780524W;E.M.PU;LOUISPASTEUR;01AVENUEAUGUSTEDUTREUX;;78170;LACELLESTCLOUD;0130782390
;0780859K;E.E.PU;LOUISPASTEUR;01AVENUEAUGUSTEDUTREUX;;78170;LACELLESTCLOUD;0130782392
;0780864R;E.E.PU;PIERREETMARIECURIE;AVENUEDELAGRANDETERRASSE;;78170;LACELLESTCLOUD;0130821991
;0782495N;E.M.PU;JULESFERRY;02ALLEEDESBOISBLANCS;;78170;LACELLESTCLOUD;0130821792
;0782497R;E.M.PU;PIERREETMARIECURIE;AVENUEDELAGRANDETERRASSE;;78170;LACELLESTCLOUD;0130821992
;0782498S;E.M.PU;MORELDEVINDE;28AVENUEDELAJONCHERE;;78170;LACELLESTCLOUD;0130781591
;0783198C;E.E.PU;HENRIDUNANT;41AVENUEMAURICEDEHIRSCH;;78170;LACELLESTCLOUD;0130783200
;0783199D;E.M.PU;HENRIDUNANT;41AVENUEMAURICEDEHIRSCH;;78170;LACELLESTCLOUD;0130783202
;0783542B;E.E.PU;MORELDEVINDE;28AVENUEDELAJONCHERE;;78170;LACELLESTCLOUD;0130781592
;0780530C;E.M.PU;EMMANUELFREMIET;ALLEEDESGRAVIERS;;78430;LOUVECIENNES;0139698073
;0780531D;E.E.PU;ANDRECHENIER;2ALLÉEDESHAUTSGRAVIERS;;78430;LOUVECIENNES;0139696631
;0780595Y;E.E.PU;VIOLLETLEDUC;RUEDELACROIXROUGE;;78430;LOUVECIENNES;0139692779
;0780597A;E.E.PU;LECONTEDELISLE;01RUEPAULDOUMER;;78430;LOUVECIENNES;0139697721
;0782434X;E.M.PU;GABRIELFAURE;12RUEDUGENERALLECLERC;;78430;LOUVECIENNES;0139692806
;0782975K;E.M.PU;CAMILLESTSAENS;01RUEPAULDOUMER;;78430;LOUVECIENNES;0139697610

LECHESNAYPREELEMENTAIRE
;0780173P;E.M.PU;JEANLOUISFORAIN;09RUELOUISFOUCAULT;;78150;LECHESNAY;0139544880
;0780427R;E.M.PU;HELENEBOUCHER;03RUEDUHAMEAU;;78150;LECHESNAY;0139545782
;0780428S;E.M.PU;MARYSEBASTIE;07RUEDUHAMEAU;;78150;LECHESNAY;0139546218
;0780723M;E.M.PU;MOZART;01RUEEDMONDROSTAND;;78150;LECHESNAY;0139545892
;0780899D;E.E.PU;PAULLANGEVIN;6BOULEVARDEXELMANS;;78150;LECHESNAY;0139545541
;0780901F;E.E.PU;LENOTRE;5AVENUEDUTARTRE;;78150;LECHESNAY;0139544896
;0780904J;E.E.PU;MOLIERE;54RUEDEGLATIGNY;;78150;LECHESNAY;0139238171
;0781684G;E.E.PU;GEORGESGUYNEMER;11RUEDUHAMEAU;;78150;LECHESNAY;0139238180
;0782331K;E.M.PU;CHARLESPERRAULT;07AVENUEDEROCQUENCOURT;;78150;LECHESNAY;0139545726
;0782332L;E.M.PU;JEANDELAFONTAINE;54RUEDEGLATIGNY;;78150;LECHESNAY;0139546337
;0780921C;E.E.PU;CHEVRELOUP;08RUEDELETANG;;78150;ROCQUENCOURT;0139231134
;0781317H;E.M.PU;CHEVRELOUP;06RUEDEL'ETANG;;78150;ROCQUENCOURT;0139231133

LEPECQ-MARLY
;0780457Y;E.E.PU;LAPEPINIERE;ALLEEDELAPEPINIERE;;78870;BAILLY;0134626203
;0780472P;E.M.PU;LOUISPASTEUR;IMPASSEDESÉCOLES;;78870;BAILLY;0134629150
;0781759N;E.M.PU;LESCERISIERS;27RUEDESCERISIERS;;78290;CROISSYSURSEINE;0134800249
;0781969S;E.E.PU;LECLERC;11RUEMBERTEAUX;;78290;CROISSYSURSEINE;0130150103
;0781970T;E.E.PU;JVERNE;5RUEDELAGARENNE;;78290;CROISSYSURSEINE;0139766089
;0782248V;E.M.PU;GROUPEJEANMOULIN;21RUEDESEINE;;78290;CROISSYSURSEINE;0139762218
;0780166G;E.M.PU;NORMANDIE-NIEMEN;03BISAVENUEDUPASTEURM.L.K;;78230;LEPECQ;0139585479
;0780537K;E.E.PU;CLAUDEERIGNAC;27RUEDEPARIS;;78230;LEPECQ;0134511588
;0780538L;E.E.PU;JEANMOULIN;13QUAIDU8MAI1945;;78230;LEPECQ;0139730459
;0781156H;E.E.PU;GENERALLECLERC;17RUEDURAIDILLON;;78230;LEPECQ;0139584393
;0781966N;E.E.PU;EBOUE-WILSON;03RUEDESEINE;;78230;LEPECQ;0139766099
;0782251Y;E.M.PU;JEHANALAIN;04RUEJEHANALAIN;;78230;LEPECQ;0139766615
;0783271G;E.M.PU;CENTRE;04RUELOUISPASTEUR;;78230;LEPECQ;0134514994
;0783272H;E.E.PU;NORMANDIE-NIEMEN;03BISAVENUEDUPASTEURM.L.K;;78230;LEPECQ;0130821271
;0780606K;E.E.PU;ALEXANDREDUMAS;28RUEDEPARIS;;78560;LEPORTMARLY;0139164316
;0782435Y;E.M.PU;ALEXANDREDUMAS;28RUEDEPARIS;;78560;LEPORTMARLY;0139164115
;0780564P;E.E.PU;DUHAUTDESGUERINES;34CHEMINPAVE;;78620;LETANGLAVILLE;0139584049
;0782433W;E.M.PU;DUHAUTDESGUERINES;38BISCHEMINPAVE;;78620;LETANGLAVILLE;0139584917
;0780434Y;E.E.PU;CHAMPDESOISEAUX;42RUEDUCHAMPDESOISEAUX;;78160;MARLYLEROI;0139167092
;0780435Z;E.E.PU;JEANROSTAND;3CHEMINDESGLAISES;;78160;MARLYLEROI;0139167101
;0780535H;E.M.PU;CESARGEOFFRAY;AVENUEPAULCEZANNE;;78160;MARLYLEROI;0139167097
;0780618Y;E.E.PU;DOCTEURSCHWEITZER;3RUEDUPORTMARLY;;78160;MARLYLEROI;0139163088
;0780619Z;E.E.PU;ANTOINEDESTEXUPERY;45AVENUEAMIRALLEMONNIER;;78160;MARLYLEROI;0139589442
;0781229M;E.M.PU;RAYMONDGILLES;40RUECHAMPDESOISEAUX;;78160;MARLYLEROI;0139589699
;0782430T;E.M.PU;ANTOINEDESTEXUPERY;45AVENUEDEL'AMIRALLEMONNIER;;78160;MARLYLEROI;0139167096
;0782431U;E.M.PU;PROFESSEURRAMON;AVENUEDEL'AMIRALLEMONNIER;;78160;MARLYLEROI;0139163967
;0783086F;E.M.PU;DOCTEURSCHWEITZER;05RUEDEPORTMARLY;;78160;MARLYLEROI;0139167086
;0780607L;E.E.PU;LECEDRE;04AVENUEREGNAULT;;78590;NOISYLEROI;0134629347
;0780608M;E.E.PU;JULESVERNE;04RUEBOSSUET;;78590;NOISYLEROI;0134626420
;0780701N;E.M.PU;PAULINEKERGOMARD;04CHEMINDESPRINCES;;78590;NOISYLEROI;0134621034
;0783439P;E.M.PU;JEANDELAFONTAINE;2RUEBOSSUET;;78590;NOISYLEROI;0134625098

LESMUREAUX
;0780157X;E.M.PU;GROUPEJEANZAY;18RUEMADELEINEROCH;;78130;LESMUREAUX;0130913151
;0780158Y;E.E.PU;GROUPEJEANZAY;18RUEMADELEINEROCH;;78130;LESMUREAUX;0134748433
;0780653L;E.M.PU;JEANJAURES;06RUEMARYSEBASTIE;;78130;LESMUREAUX;0130919118
;0780679P;E.E.PU;JEANJAURES;06RUEMARYSEBASTIE;;78130;LESMUREAUX;0130919119
;0780735A;E.E.PU;EMILEZOLA;AVENUEPAULRAOULT;;78130;LESMUREAUX;0130913487
;0780743J;E.M.PU;EMILEZOLA;204RUEPAULRAOULT;;78130;LESMUREAUX;0130913486
;0780744K;E.M.PU;VICTORHUGO;52BISBOULEVARDVICTORHUGO;;78130;LESMUREAUX;0134748727
;0780879G;E.M.PU;MAURICERAVEL;RUEERIKSATIE;;78130;LESMUREAUX;0130914911
;0781191W;E.E.PU;MAURICERAVEL;RUEERIKSATIE;;78130;LESMUREAUX;0130914912
;0781254P;E.M.PU;MARCELPAGNOL;RUEDESPLEIADES;;78130;LESMUREAUX;0130919144
;0781357B;E.E.PU;PAULBERT;19RUEMADELEINEROCH;;78130;LESMUREAUX;0134748972
;0781358C;E.E.PU;PAULRAOULT;PARCDEBECHEVILLE;;78130;LESMUREAUX;0134748400
;0781359D;E.E.PU;JULESFERRY;PARCDEBECHEVILLE;;78130;LESMUREAUX;0134747744
;0781361F;E.E.PU;MOLIERE;101RUEMOLIERE;;78130;LESMUREAUX;0134748572
;0781362G;E.E.PU;ROUXCALMETTE;33BOULEVARDVICTORHUGO;;78130;LESMUREAUX;0134749012
;0781542C;E.E.PU;MARCELPAGNOL;RUEDESPLEIADES;;78130;LESMUREAUX;0130919145
;0781678A;E.M.PU;JACQUESPREVERT;RUELOUISBLERIOT;;78130;LESMUREAUX;0134748947
;0782425M;E.M.PU;MOLIERE;101RUEMOLIERE;;78130;LESMUREAUX;0134748590
;0782426N;E.M.PU;HENRIWALLON;54BISBOULEVARDVICTORHUGO;;78130;LESMUREAUX;0134748731
;0782427P;E.M.PU;JULESFERRY;PARCDEBECHEVILLE;;78130;LESMUREAUX;0134748388
;0782976L;E.M.PU;PIERREBROSSOLETTE;1RUEBROSSOLETTE;;78130;LESMUREAUX;0130919790
;0783435K;E.E.PU;PIERREBROSSOLETTE;3RUEBROSSOLETTE;;78130;LESMUREAUX;0130919791

LEVESINET
;0780885N;E.E.PU;MAURICEBERTEAUX;68BOULEVARDMAURICEBERTEAUX;;78420;CARRIERESSURSEINE;0139576160
;0781965M;E.E.PU;DUPARC;18RUEVICTORHUGO;;78420;CARRIERESSURSEINE;0139576258
;0782366Y;E.M.PU;MAURICEBERTEAUX;25RUEDEVERDUN;;78420;CARRIERESSURSEINE;0139576799
;0782367Z;E.M.PU;VICTORHUGO;21ROUTEDECHATOU;;78420;CARRIERESSURSEINE;0130860015
;0783069M;E.M.PU;LESALOUETTES;RUEDESCENTARPENTS;;78420;CARRIERESSURSEINE;0139576031
;0783162N;E.E.PU;JACQUESPREVERT;01RUEDEBELFORT;;78420;CARRIERESSURSEINE;0139576948
;0783467V;E.M.PU;LESPLANTSDECATELAINE;9RUEERICTABARLY;;78420;CARRIERESSURSEINE;0160144785
;0783469X;E.E.PU;LESPLANTSDECATELAINE;9RUEERICTABARLY;;78420;CARRIERESSURSEINE;0161044783
;0780874B;E.M.PU;CLOSDELASALLE;31RUEMAURICEBERTEAUX;;78600;LEMESNILLEROI;0139621644
;0781498E;E.E.PU;CLOSDELASALLE;31RUEMAURICEBERTEAUX;;78600;LEMESNILLEROI;0139624406
;0781499F;E.E.PU;JEANJAURES;05RUEJEANJAURES;;78600;LEMESNILLEROI;0139624405
;0782221R;E.M.PU;LESPEUPLIERS;02RUEDESPEUPLIERS;;78600;LEMESNILLEROI;0139624404
;0782222S;E.M.PU;JEANJAURES;RUEDESACACIAS;;78600;LEMESNILLEROI;0139624865
;0780454V;E.E.PU;LOUISPASTEUR;113BISBOULEVARDCARNOT;;78110;LEVESINET;0139766554
;0780455W;E.E.PU;LESMERLETTES;67AVENUEDUBELLOY;;78110;LEVESINET;0139520079
;0781163R;E.E.PU;PALLU;03RUEHENRIDUNANT;;78110;LEVESINET;0139520003
;0781167V;E.E.PU;PRINCESSE;19BISRUEDEVERDUN;;78110;LEVESINET;0139765824
;0781222E;E.M.PU;LABORDE;04ROUTEDELABORDE;;78110;LEVESINET;0139525881
;0781757L;E.M.PU;LESCYGNES;111BOULEVARDCARNOT;;78110;LEVESINET;0139763397
;0782253A;E.M.PU;CENTRE;28BISRUEJEANLAURENT;;78110;LEVESINET;0139524008
;0782254B;E.M.PU;LESCHARMETTES;48AVENUEDESPAGES;;78110;LEVESINET;0130714423
;0782255C;E.M.PU;PRINCESSE;19RUEDEVERDUN;;78110;LEVESINET;0139763110
;0781281U;E.M.PU;JEANBAPTISTECOLBERT;PLACECOLBERT;;78600;MAISONSLAFFITTE;0134931115
;0781490W;E.E.PU;PRIEURE;01RUEDUPRIEURE;;78600;MAISONSLAFFITTE;0134938522
;0781493Z;E.E.PU;JEANBAPTISTECOLBERT;22AVENUEMARIVAUX;;78600;MAISONSLAFFITTE;0134931119
;0781494A;E.E.PU;MANSART;14AVENUEMARIVAUX;;78600;MAISONSLAFFITTE;0134931117
;0781624S;E.M.PU;BOISBONNET;43RUEMARECHALFOCH;;78600;MAISONSLAFFITTE;0134931108
;0781962J;E.E.PU;LEDREUX-ALAIN;66RUESTNICOLAS;;78600;MAISONSLAFFITTE;0134931125
;0782219N;E.M.PU;DUCLOSLAINE;26RUEDESOLFERINO;;78600;MAISONSLAFFITTE;0134931160
;0783070N;E.M.PU;MONTEBELLO;05AVENUEMONTEBELLO;;78600;MAISONSLAFFITTE;0134931113
;0783071P;E.M.PU;JEANCOCTEAU;02ALLEEDESMARRONNIERS;;78600;MAISONSLAFFITTE;0134931110
;0783512U;E.M.PU;LARENARDE;4PASSAGEDUCHATEAU;;78600;MAISONSLAFFITTE;0134931145
;0781116P;E.E.PU;LOUISPERGAUD;01RUEPIERRELOUISGUYARD;;78360;MONTESSON;0139524788
