Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0782335P;Ecole maternelle Louis Pergaud;Ecole;Public;Rue Louis Pasteur;;78330 FONTENAY LE FLEURY;78330;78242;Fontenay-le-Fleury;78;25;11;1;0;;;;0130455273;;;ce.0782335P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780242000109;132;;48.8139147128,2.04710024769;SANS OBJET;Yvelines;Versailles;Ile-de-France;630026.6;6857516.2;EPSG:2154;Circonscription d'inspection du 1er degré de Bois d'Arcy;48.8139147127523;2.0471002476908096;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780185C;;;25007;078G-PLAISIR-VERSAILLES
0782338T;Ecole maternelle Jean Macé;Ecole;Public;Rue Jean Macé;;78210 ST CYR L ECOLE;78210;78545;Saint-Cyr-l'Ecole;78;25;11;1;0;;;;0134600812;;;ce.0782338T@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780545600084;170;;48.8068466005,2.0559999916;SANS OBJET;Yvelines;Versailles;Ile-de-France;630670.7;6856722.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bois d'Arcy;48.80684660052332;2.0559999916044824;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780185C;;;25007;078G-PLAISIR-VERSAILLES
0782373F;Ecole maternelle Francis Julliand;Ecole;Public;01 RUE DOCTEUR ZAMENHOF;;78800 HOUILLES;78800;78311;Houilles;78;25;11;1;0;;;;0139140070;;;ce.0782373F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780311300182;186;;48.9261539136,2.18959946421;SANS OBJET;Yvelines;Versailles;Ile-de-France;640618.3;6869879.3;EPSG:2154;Circonscription d'inspection du 1er degré de Chatou;48.92615391362754;2.1895994642074696;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780269U;;;25003;078C-POISSY-SARTROUVILLE
0782439C;Ecole maternelle Les Sablons;Ecole;Public;59 rue Charles Maréchal;;78300 POISSY;78300;78498;Poissy;78;25;11;1;0;;;;0130650132;;;ce.0782439C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780498800111;154;;48.9318214502,2.05150066352;SANS OBJET;Yvelines;Versailles;Ile-de-France;630507.2;6870622.2;EPSG:2154;Circonscription d'inspection du 1er degré de Poissy;48.931821450218905;2.051500663521991;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783358B;;;25003;078C-POISSY-SARTROUVILLE
0782440D;Ecole maternelle Abbaye;Ecole;Public;02 BIS ALLEE DES GLAIEULS;;78300 POISSY;78300;78498;Poissy;78;25;11;1;0;;;;0139225664;;;ce.0782440D@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780498800046;126;;48.9268240175,2.03361975246;SANS OBJET;Yvelines;Versailles;Ile-de-France;629190.4;6870082.4;EPSG:2154;Circonscription d'inspection du 1er degré de Poissy;48.92682401748235;2.033619752457699;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783358B;;;25003;078C-POISSY-SARTROUVILLE
0782443G;Ecole maternelle Champfleury;Ecole;Public;149 rue Champfleury;;78955 CARRIERES SOUS POISSY;78955;78123;Carrières-sous-Poissy;78;25;11;1;0;;;;0139748905;;;ce.0782443G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780123200083;119;;48.9504779471,2.03955000875;SANS OBJET;Yvelines;Versailles;Ile-de-France;629656.9;6872707.3;EPSG:2154;Circonscription d'inspection du 1er degré de Carrières-sous-Poissy;48.950477947091514;2.0395500087459286;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780267S;;;25003;078C-POISSY-SARTROUVILLE
0782490H;Ecole maternelle Arc en Ciel;Ecole;Public;02 ALLEE DE LA VIERGE;;78550 HOUDAN;78550;78310;Houdan;78;25;11;1;0;;;;0130596283;;;ce.0782490H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780310500048;110;;48.7871273773,1.60356942991;SANS OBJET;Yvelines;Versailles;Ile-de-France;597407.4;6855022.7;EPSG:2154;Circonscription d'inspection du 1er degré de Beynes;48.78712737731398;1.603569429913456;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780262L;;;25004;078D-RAMBOUILLET
0782492K;Ecole maternelle La Louvière;Ecole;Public;44 rue du Muguet;;78120 RAMBOUILLET;78120;78517;Rambouillet;78;25;11;1;0;;;;0130411271;;;ce.0782492K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780517500122;161;;48.6481774686,1.84234047368;SANS OBJET;Yvelines;Versailles;Ile-de-France;614721.5;6839292.0;EPSG:2154;Circonscription d'inspection du 1er degré de Rambouillet;48.64817746864112;1.8423404736836908;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780256E;;;25004;078D-RAMBOUILLET
0782497R;Ecole maternelle Pierre et Marie Curie;Ecole;Public;Avenue de la Grande Terrasse;;78170 LA CELLE ST CLOUD;78170;78126;La Celle-Saint-Cloud;78;25;11;1;0;;;;0130821992;;;ce.0782497R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780126500158;149;;48.8416514072,2.13005965559;SANS OBJET;Yvelines;Versailles;Ile-de-France;636152.2;6860529.8;EPSG:2154;Circonscription d'inspection du 1er degré de La Celle Saint Cloud - TICE;48.84165140722921;2.1300596555878086;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780504Z;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0782513H;Ecole maternelle Croix Blanche;Ecole;Public;5 rue Henri Dunant;;78700 CONFLANS STE HONORINE;78700;78172;Conflans-Sainte-Honorine;78;25;11;1;0;;;;0134908380;;;ce.0782513H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780172900104;202;;49.0063813505,2.09012001017;SANS OBJET;Yvelines;Versailles;Ile-de-France;633432.1;6878879.9;EPSG:2154;Circonscription d'inspection du 1er degré de Conflans Sainte Honorine;49.00638135049271;2.090120010167294;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780050F;;;25003;078C-POISSY-SARTROUVILLE
0782526X;Ecole maternelle Victor Hugo;Ecole;Public;02 PLACE SAINTE HONORINE;;78360 MONTESSON;78360;78418;Montesson;78;25;11;1;0;;;;0139523141;;;ce.0782526X@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780418600096;135;;48.9097293771,2.15697979645;SANS OBJET;Yvelines;Versailles;Ile-de-France;638208.7;6868078.0;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.909729377120826;2.1569797964468576;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0782931M;Ecole maternelle Jules Ferry;Ecole;Public;Rue Jules Ferry;;78920 ECQUEVILLY;78920;78206;Ecquevilly;78;25;11;1;0;;;;0134755241;;;ce.0782931M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780206500052;97;;48.9482185988,1.92640967455;SANS OBJET;Yvelines;Versailles;Ile-de-France;621367.6;6872562.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubergenville;48.94821859884803;1.9264096745504073;Numéro de rue;1965-07-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780506B;;;25001;078A-LES MUREAUX
0783076V;Ecole maternelle Jean Mermoz;Ecole;Public;8 rue Clément Ader;;78140 VELIZY VILLACOUBLAY;78140;78640;Vélizy-Villacoublay;78;25;11;1;0;;;;0134581163;;;ce.0783076V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780640500304;198;;48.7869651385,2.18183063397;SANS OBJET;Yvelines;Versailles;Ile-de-France;639888.7;6854408.9;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.78696513852162;2.18183063396905;Numéro de rue;1966-04-26;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0783087G;Ecole maternelle Jean Macé;Ecole;Public;Avenue de la Source;;78520 LIMAY;78520;78335;Limay;78;25;11;1;0;;;;0134772774;;;ce.0783087G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780335200103;147;;48.9961456201,1.74160981384;SANS OBJET;Yvelines;Versailles;Ile-de-France;607918.4;6878091.8;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.9961456201045;1.7416098138391831;Numéro de rue;1966-04-26;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780116C;;;25002;078B-MANTES-LA-JOLIE
0783199D;Ecole maternelle Henri Dunant;Ecole;Public;41 avenue Maurice de Hirsch;;78170 LA CELLE ST CLOUD;78170;78126;La Celle-Saint-Cloud;78;25;11;1;0;;;;0130783202;;;ce.0783199D@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780126500091;124;;48.8407552444,2.11955977889;SANS OBJET;Yvelines;Versailles;Ile-de-France;635380.5;6860438.7;EPSG:2154;Circonscription d'inspection du 1er degré de La Celle Saint Cloud - TICE;48.84075524438284;2.1195597788947835;Numéro de rue;1967-08-20;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780504Z;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0783211S;Ecole élémentaire Fronval;Ecole;Public;10 rue RENE BOYER;;78140 VELIZY VILLACOUBLAY;78140;78640;Vélizy-Villacoublay;78;25;11;0;1;;;;0178743833;;;ce.0783211S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780640500098;170;;48.7835193649,2.18762012463;SANS OBJET;Yvelines;Versailles;Ile-de-France;640310.1;6854021.4;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.783519364859394;2.1876201246317217;Numéro de rue;1967-08-20;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0783272H;Ecole élémentaire Normandie-Niemen;Ecole;Public;3 bis av Du Pasteur Martin Luther King;;78230 LE PECQ;78230;78481;Le Pecq;78;25;11;0;1;;;;0130821271;;;ce.0783272H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780481400069;203;;48.8808669151,2.09561986183;SANS OBJET;Yvelines;Versailles;Ile-de-France;633674.6;6864918.5;EPSG:2154;Circonscription d'inspection du 1er degré du Pecq-Marly;48.880866915089726;2.095619861827154;Numéro de rue;1968-05-10;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0783215W;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0783377X;Ecole élémentaire du Lycée Franco Allemand;Ecole;Public;Rue Collin Mamet;;78530 BUC;78530;78117;Buc;78;25;11;0;1;;;;0139071420;;;ce.0783377X@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;19781577200029;147;;48.7707468872,2.12195048517;SANS OBJET;Yvelines;Versailles;Ile-de-France;635469.4;6852653.0;EPSG:2154;Circonscription d'inspection du 1er degré de Vélizy Villacoublay;48.77074688715622;2.121950485172438;Numéro de rue;1997-09-05;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780210E;;;25007;078G-PLAISIR-VERSAILLES
0783510S;Ecole maternelle Marie Pape Carpantier;Ecole;Public;1  RUE GUY BARILLIO;;78280 GUYANCOURT;78280;78297;Guyancourt;78;25;11;1;0;;;;0161380206;;;ce.0783510S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780297400493;101;;48.7716853045,2.07969002082;SANS OBJET;Yvelines;Versailles;Ile-de-France;632364.9;6852792.7;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.771685304501986;2.079690020823908;Numéro de rue;2003-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0781695U;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0783512U;Ecole maternelle la Renarde;Ecole;Public;4 passage du Château;;78600 MAISONS LAFFITTE;78600;78358;Maisons-Laffitte;78;25;11;1;0;;;;0134931145;;;ce.0783512U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780358400234;124;;48.9451563439,2.15153970266;SANS OBJET;Yvelines;Versailles;Ile-de-France;637852.3;6872021.6;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.94515634391651;2.1515397026581793;Numéro de rue;2003-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0783156G;;;25003;078C-POISSY-SARTROUVILLE
0783528L;Ecole élémentaire privée Mathurin Cordier;Ecole;Privé;12 boulevard de la République;;78440 PORCHEVILLE;78440;78501;Porcheville;78;25;11;1;1;;;;0134796029;;;contact@ecolemathurincordier.com;1;0;0;;;;;;;;;;;;;;;;40;;48.9721654448,1.77783012184;HORS CONTRAT;Yvelines;Versailles;Ile-de-France;610527.3;6875383.7;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;48.97216544484407;1.777830121837543;Numéro de rue;2003-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;25002;078B-MANTES-LA-JOLIE
0783542B;Ecole élémentaire Morel de Vinde;Ecole;Public;28 avenue de la Jonchère;;78170 LA CELLE ST CLOUD;78170;78126;La Celle-Saint-Cloud;78;25;11;0;1;;;;0130781592;;;ce.0783542B@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780126500125;329;;48.8576657859,2.14453032509;SANS OBJET;Yvelines;Versailles;Ile-de-France;637233.5;6862298.8;EPSG:2154;Circonscription d'inspection du 1er degré de La Celle Saint Cloud - TICE;48.857665785916474;2.1445303250929264;Numéro de rue;2005-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780504Z;;;25005;078E-SAINT-GERMAIN-EN-LAYE
0783580T;Ecole élémentaire des Garennes;Ecole;Public;150 route de Sandrancourt;;78520 ST MARTIN LA GARENNE;78520;78567;Saint-Martin-la-Garenne;78;25;11;1;1;;;;0134782864;;;ce.0783580T@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780567000098;80;;49.0388301455,1.68282986699;SANS OBJET;Yvelines;Versailles;Ile-de-France;603696.8;6882908.3;EPSG:2154;Circonscription d'inspection du 1er degré de Mantes la Ville;49.03883014553483;1.6828298669861217;Numéro de rue;2008-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781098V;;;25002;078B-MANTES-LA-JOLIE
0783616G;Ecole élémentaire privée Montessori International les rayons de soleil;Ecole;Privé;34  RUE DE LA MUETTE;;78600 MAISONS LAFFITTE;78600;78358;Maisons-Laffitte;78;25;11;1;1;;;;0608235397;;;aurelieboutboul@hotmail.com;0;0;0;;;;;;;;;;;;;;;;104;;48.9511902936,2.14101062996;HORS CONTRAT;Yvelines;Versailles;Ile-de-France;637088.4;6872700.9;EPSG:2154;Circonscription d'inspection du 1er degré du Vésinet;48.95119029355207;2.1410106299560754;Numéro de rue;2011-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;25003;078C-POISSY-SARTROUVILLE
0783667M;Ecole élémentaire privée Ibn Battuta;Ecole;Privé;20 avenue ROGER HENNEQUIN;;78190 TRAPPES;78190;78621;Trappes;78;25;11;0;1;;;;0986227683;;;directeur@aet-trappes.fr;0;0;0;;;;;;;;;;;;;;;;73;;48.7682387371,1.99424978134;HORS CONTRAT;Yvelines;Versailles;Ile-de-France;626081.2;6852486.1;EPSG:2154;Circonscription d'inspection du 1er degré de Trappes;48.768238737094514;1.9942497813396736;Numéro de rue;2015-06-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781670S;Ecole élémentaire Robert Desnos;Ecole;Public;3 allée Jacques Brel;;78280 GUYANCOURT;78280;78297;Guyancourt;78;25;11;0;1;;;;0130644130;;;ce.0781670S@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780297400444;106;;48.77602199,2.05010021531;SANS OBJET;Yvelines;Versailles;Ile-de-France;630196.2;6853300.6;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.77602198995186;2.0501002153081247;Numéro de rue;1984-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781695U;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780317W;Ecole élémentaire du vieux chêne;Ecole;Public;3 place de l'Eglise;;78660 ST MARTIN DE BRETHENCOURT;78660;78564;Saint-Martin-de-Bréthencourt;78;25;11;1;1;;;;09 63 55 44 65;;;ce.0780317W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780564700021;56;;48.509433131,1.92802059931;SANS OBJET;Yvelines;Versailles;Ile-de-France;620823.3;6823780.3;EPSG:2154;Circonscription d'inspection du 1er degré de Chevreuse;48.50943313100374;1.928020599305022;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780574A;;;25004;078D-RAMBOUILLET
0780541P;Ecole élémentaire Louis Pergaud;Ecole;Public;Rue des Saules;;78370 PLAISIR;78370;78490;Plaisir;78;25;11;1;1;;;;0130501591;;;ce.0780541P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780490500230;104;;48.7926926459,1.96086955153;SANS OBJET;Yvelines;Versailles;Ile-de-France;623663.8;6855236.6;EPSG:2154;Circonscription d'inspection du 1er degré de Plaisir;48.79269264592309;1.9608695515338392;Numéro de rue;1972-06-15;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780761D;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781226J;Ecole élémentaire Le Bois de la Garenne;Ecole;Public;Avenue du Plan de l'Eglise;;78960 VOISINS LE BRETONNEUX;78960;78688;Voisins-le-Bretonneux;78;25;11;1;1;;;;01 30 44 23 14;;;ce.0781226J@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21780688400060;180;;48.7574800063,2.03756007271;SANS OBJET;Yvelines;Versailles;Ile-de-France;629249.6;6851250.3;EPSG:2154;Circonscription d'inspection du 1er degré de Guyancourt;48.757480006329864;2.03756007271423;Numéro de rue;1978-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0781789W;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0783610A;Ecole élémentaire privée Sainte Julitte;Ecole;Privé;11 allée PROMENADE DES ANGES;;78210 ST CYR L ECOLE;78210;78545;Saint-Cyr-l'Ecole;78;25;11;1;1;;;;0130230179;;;contact@ecolesaintejulitte.fr;1;0;0;;;;;;;;;;;;;;;;69;;48.8054794571,2.0601069525;C0NTRAT SIMPLE POUR PARTIE DES CLASSES;Yvelines;Versailles;Ile-de-France;630970.5;6856566.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bois d'Arcy;48.80547945710626;2.0601069525027906;Numéro de rue;2011-06-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;21;;;;25007;078G-PLAISIR-VERSAILLES
0783653X;Ecole élémentaire publique Les Bords-de-Seine;Ecole;Public;Rue de la Reine Blanche;;78955 CARRIERES SOUS POISSY;78955;78123;Carrières-sous-Poissy;78;25;11;1;1;;;;;;;ce.0783653X@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780123200265;373;;48.9397663175,2.03185031321;SANS OBJET;Yvelines;Versailles;Ile-de-France;629078.4;6871523.1;EPSG:2154;Circonscription d'inspection du 1er degré de Carrières-sous-Poissy;48.939766317511;2.0318503132122148;Numéro de rue;2015-06-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780267S;;;25003;078C-POISSY-SARTROUVILLE
0780158Y;Ecole élémentaire Groupe Jean Zay;Ecole;Public;18 rue Madeleine Roch;;78130 LES MUREAUX;78130;78440;Les Mureaux;78;25;11;0;1;;;;0134748433;;;ce.0780158Y@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780440000182;315;;48.9960686045,1.9129801256;SANS OBJET;Yvelines;Versailles;Ile-de-France;620457.3;6877897.0;EPSG:2154;Circonscription d'inspection du 1er degré des Mureaux;48.996068604478374;1.9129801255983865;Numéro de rue;1969-03-17;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780180X;;;25001;078A-LES MUREAUX
0780447M;Ecole maternelle Maurice Thorez;Ecole;Public;Square Maurice Thorez;;78190 TRAPPES;78190;78621;Trappes;78;25;11;1;0;;;;0130516840;;;ce.0780447M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780621500331;115;;48.7783806486,1.99292064023;SANS OBJET;Yvelines;Versailles;Ile-de-France;625997.9;6853614.9;EPSG:2154;Circonscription d'inspection du 1er degré de Trappes;48.77838064862026;1.9929206402343733;Numéro de rue;1971-05-20;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780187E;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0780744K;Ecole maternelle Victor Hugo;Ecole;Public;52 bis boulevard Victor Hugo;;78130 LES MUREAUX;78130;78440;Les Mureaux;78;25;11;1;0;;;;0134748727;;;ce.0780744K@ac-versailles.fr;0;0;0;;;;;;;;;;;;;REP;;21780440000133;246;;48.9943434575,1.9112601017;SANS OBJET;Yvelines;Versailles;Ile-de-France;620328.8;6877706.9;EPSG:2154;Circonscription d'inspection du 1er degré des Mureaux;48.994343457536196;1.9112601017019495;Numéro de rue;1974-09-10;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780180X;;;25001;078A-LES MUREAUX
0780879G;Ecole maternelle Maurice Ravel;Ecole;Public;Rue Erik Satie;;78130 LES MUREAUX;78130;78440;Les Mureaux;78;25;11;1;0;;;;0130914911;;;ce.0780879G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP+;;21780440000232;72;;48.9772581711,1.92307066168;SANS OBJET;Yvelines;Versailles;Ile-de-France;621167.1;6875795.2;EPSG:2154;Circonscription d'inspection du 1er degré des Mureaux;48.97725817108573;1.9230706616790503;Numéro de rue;1976-07-06;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780180X;;;25001;078A-LES MUREAUX
0781254P;Ecole maternelle Marcel Pagnol;Ecole;Public;Rue des Pléiades;;78130 LES MUREAUX;78130;78440;Les Mureaux;78;25;11;1;0;;;;0130919144;;;ce.0781254P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780440000224;243;;48.9771766992,1.91195031814;SANS OBJET;Yvelines;Versailles;Ile-de-France;620353.0;6875797.3;EPSG:2154;Circonscription d'inspection du 1er degré des Mureaux;48.97717669919586;1.9119503181406778;Numéro de rue;1978-09-13;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780180X;;;25001;078A-LES MUREAUX
0781322N;Ecole maternelle Michel de Montaigne;Ecole;Public;Avenue Beethoven;;78190 TRAPPES;78190;78621;Trappes;78;25;11;1;0;;;;0130516834;;;ce.0781322N@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21780621500240;86;;48.7817964191,1.97867944353;SANS OBJET;Yvelines;Versailles;Ile-de-France;624956.4;6854008.1;EPSG:2154;Circonscription d'inspection du 1er degré de Trappes;48.781796419130615;1.9786794435321746;Numéro de rue;1980-09-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0780187E;;;25006;078F-SAINT-QUENTIN-EN-YVELINES
0781358C;Ecole élémentaire Paul Raoult;Ecole;Public;Parc de Becheville;;78130 LES MUREAUX;78130;78440;Les Mureaux;78;25;11;0;1;;;;0134748400;;;ce.0781358C@ac-versailles.fr;1;0;1;;;;;;;;;;;;;REP+;;21780440000083;235;;48.9829218819,1.91926011831;SANS OBJET;Yvelines;Versailles;Ile-de-France;620896.8;6876428.8;EPSG:2154;Circonscription d'inspection du 1er degré des Mureaux;48.98292188191327;1.9192601183097369;Numéro de rue;1965-05-01;2020-10-01;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0780180X;;;25001;078A-LES MUREAUX
